Code Formation§Évolutions Professionnelles
7023§Responsable des Ressources Humaines 
7023§Responsable formation/carrière 
7023§Responsable recrutement 
7023§Gestionnaire de Paie 
7023§Chef du Personnel. 
7031§Le comptable assistant peut évoluer vers les fonctions d’encadrement par promotion interne et par la voie de la formation continue 
7005§Doté d’expérience, Le SJ peut postuler pour les concours de la fonctions public (Catégorie C)
7020§Gestionnaire administratif 
7020§Se spécialiser : Assistant RH, Juridique, Comptable ou Commercial
7003§Se présenter aux concours de la fonction public ( Administrations, Tribunaux…)
7008§
7200§Le comptable assistant peut évoluer vers les fonctions d’encadrement par promotion interne et par la voie de la formation continue 
7024§Avec quelques années d’expérience, le Responsable Comptable peut évoluer vers un poste de Directeur Comptable en entreprise, Directeur Administratif et Financier (DAF). 
7027§Responsable des Ressources Humaines 
7027§Responsable formation/carrière 
7027§Responsable recrutement 
7027§Gestionnaire de Paie 
7027§Chef du Personnel. 
7032§Gestionnaire paie et administration du personnel 
7032§Collaborateur (trice) paie 
7032§Comptable spécialisé(e) paie 
7033§Secrétaire administratif 
7033§Secrétaire polyvalent 
7033§Assistant administratif 
7034§Secrétaire administratif 
7034§Secrétaire polyvalent 
7034§Assistant administratif 
7034§Assistant d’equipe
7034§Assistant d’entreprise
7210§Gestionnaire paie et administration du personnel 
7210§Collaborateur (trice) paie 
7210§Comptable spécialisé(e) paie 
7220§Secrétaire administratif 
7220§Secrétaire polyvalent 
7220§Assistant administratif 
7230§Secrétaire administratif 
7230§Secrétaire polyvalent 
7230§Assistant administratif 
7230§Assistant d’equipe
7230§Assistant d’entreprise
4700§Le titulaire d’un BTS CG peut évoluer vers les fonctions d’encadrement par promotion interne et par la voie de la formation continue (DCG par Exemple)
4701§Le titulaire d’un BTS CG peut évoluer vers les fonctions d’encadrement par promotion interne et par la voie de la formation continue (DCG par Exemple)
4200§Vous pourrez exercer vos compétences de manière autonome en tant qu’Assistant(e) commercial, ou Assistant(e) de gestion en PME, tout métier exigeant de la polyvalence, une capacité à prendre en charge des dossiers variés nécessitant une compréhension globale de l’entreprise et la prise en compte de tous ses tenants et aboutissants 
4600§L’obtention du BTS Professions Immobilières vous permet d’accéder aux cartes professionnelles T (Transaction) ou G (Gestion) pour pouvoir devenir gérant d’une agence immobilière ou d’un cabinet de gestion 
6100§
7026§Responsable des Ressources Humaines 
7026§Responsable formation/carrière 
7026§Responsable recrutement 
7026§Gestionnaire de Paie 
7026§Chef du Personnel. 
7009§Adjoint administratif
7009§Directeur Administratif 
7009§Chef de Projet 
7021§Responsable Comptable 
7002§Le Fiscaliste peut présenter les concours de la fonction publique et entrer au service d’une administration ou d’un Ministère. 
7000§sa fonction évoluent avec le développement des bourses électroniques. Il doit donc s’adapter au mouvement réel des titres dont il a la charge et se spécialiser. Sur concours, il peut intégrer la Fonction Publique. (Hôpitaux par exemple) 
7001§Sur concours, le Contrôleur de Gestion peut entrer dans la fonction publique dont la maîtrise des coûts a considérablement renforcé son rôle, notamment dans les collectivités locales et régionales 
